1FTVVIPMikado-Black SDF-Desc-Red,Material,,1FTVVIPMikado-Black SDF Material Desc Red,1FTVVIPMikado-Black SDF Material Desc Red,NotoSansSC-ExtraBold SDF Material Desc Red,KO_JALNANGOTHICTTF SDF Material Desc Red,JP_FUTEHODO-MARUGOTHIC SDF Material Desc Red,1FTVVIPMikado-Black SDF Material Desc Red,1FTVVIPMikado-Black SDF Material Desc Red,1FTVVIPMikado-Black SDF Material Desc Red,1FTVVIPMikado-Black SDF Material Desc Red,1FTVVIPMikado-Black SDF Material Desc Red,1FTVVIPMikado-Black SDF Material Desc Red,1FTVVIPMikado-Black SDF Material Desc Red,movavi-grotesque Material Desc Red,NOTOSANSTHAI-EXTRABOLD SDF Material Desc Red,BakbakOne-Regular SDF Material Desc Red
1FTVVIPMikado-Black SDF-Desc-Yellow,Material,,1FTVVIPMikado-Black SDF Material Desc Yellow,1FTVVIPMikado-Black SDF Material Desc Yellow,NotoSansSC-ExtraBold SDF Material Desc Yellow,KO_JALNANGOTHICTTF SDF Material Desc Yellow,JP_FUTEHODO-MARUGOTHIC SDF Material Desc Yellow,1FTVVIPMikado-Black SDF Material Desc Yellow,1FTVVIPMikado-Black SDF Material Desc Yellow,1FTVVIPMikado-Black SDF Material Desc Yellow,1FTVVIPMikado-Black SDF Material Desc Yellow,1FTVVIPMikado-Black SDF Material Desc Yellow,1FTVVIPMikado-Black SDF Material Desc Yellow,1FTVVIPMikado-Black SDF Material Desc Yellow,movavi-grotesque Material Desc Yellow,NOTOSANSTHAI-EXTRABOLD SDF Material Desc Yellow,BakbakOne-Regular SDF Material Desc Yellow
1FTVVIPMikado-Black SDF-Title-Big,Material,,1FTVVIPMikado-Black SDF Material Title Big,1FTVVIPMikado-Black SDF Material Title Big,NotoSansSC-ExtraBold SDF Material Title Big,KO_JALNANGOTHICTTF SDF Material Title Big,JP_FUTEHODO-MARUGOTHIC SDF Material Title Big,1FTVVIPMikado-Black SDF Material Title Big,1FTVVIPMikado-Black SDF Material Title Big,1FTVVIPMikado-Black SDF Material Title Big,1FTVVIPMikado-Black SDF Material Title Big,1FTVVIPMikado-Black SDF Material Title Big,1FTVVIPMikado-Black SDF Material Title Big,1FTVVIPMikado-Black SDF Material Title Big,movavi-grotesque Material Title Big,NOTOSANSTHAI-EXTRABOLD SDF Material Title Big,BakbakOne-Regular SDF Material Title Big
1FTVVIPMikado-Black SDF-Title-Black,Material,,1FTVVIPMikado-Black SDF Material Title Black,1FTVVIPMikado-Black SDF Material Title Black,NotoSansSC-ExtraBold SDF Material Title Black,KO_JALNANGOTHICTTF SDF Material Title Black,JP_FUTEHODO-MARUGOTHIC SDF Material Title Black,1FTVVIPMikado-Black SDF Material Title Black,1FTVVIPMikado-Black SDF Material Title Black,1FTVVIPMikado-Black SDF Material Title Black,1FTVVIPMikado-Black SDF Material Title Black,1FTVVIPMikado-Black SDF Material Title Black,1FTVVIPMikado-Black SDF Material Title Black,1FTVVIPMikado-Black SDF Material Title Black,movavi-grotesque Material Title Black,NOTOSANSTHAI-EXTRABOLD SDF Material Title Black,BakbakOne-Regular SDF Material Title Black
1FTVVIPMikado-Black SDF-Title-Blue,Material,,1FTVVIPMikado-Black SDF Material Title Blue,1FTVVIPMikado-Black SDF Material Title Blue,NotoSansSC-ExtraBold SDF Material Title Blue,KO_JALNANGOTHICTTF SDF Material Title Blue,JP_FUTEHODO-MARUGOTHIC SDF Material Title Blue,1FTVVIPMikado-Black SDF Material Title Blue,1FTVVIPMikado-Black SDF Material Title Blue,1FTVVIPMikado-Black SDF Material Title Blue,1FTVVIPMikado-Black SDF Material Title Blue,1FTVVIPMikado-Black SDF Material Title Blue,1FTVVIPMikado-Black SDF Material Title Blue,1FTVVIPMikado-Black SDF Material Title Blue,movavi-grotesque Material Title Blue,NOTOSANSTHAI-EXTRABOLD SDF Material Title Blue,BakbakOne-Regular SDF Material Title Blue
1FTVVIPMikado-Black SDF-Title-Brown,Material,,1FTVVIPMikado-Black SDF Material Title Brown,1FTVVIPMikado-Black SDF Material Title Brown,NotoSansSC-ExtraBold SDF Material Title Brown,KO_JALNANGOTHICTTF SDF Material Title Brown,JP_FUTEHODO-MARUGOTHIC SDF Material Title Brown,1FTVVIPMikado-Black SDF Material Title Brown,1FTVVIPMikado-Black SDF Material Title Brown,1FTVVIPMikado-Black SDF Material Title Brown,1FTVVIPMikado-Black SDF Material Title Brown,1FTVVIPMikado-Black SDF Material Title Brown,1FTVVIPMikado-Black SDF Material Title Brown,1FTVVIPMikado-Black SDF Material Title Brown,movavi-grotesque Material Title Brown,NOTOSANSTHAI-EXTRABOLD SDF Material Title Brown,BakbakOne-Regular SDF Material Title Brown
1FTVVIPMikado-Black SDF-Title-Gray,Material,,1FTVVIPMikado-Black SDF Material Title Gray,1FTVVIPMikado-Black SDF Material Title Gray,NotoSansSC-ExtraBold SDF Material Title Gray,KO_JALNANGOTHICTTF SDF Material Title Gray,JP_FUTEHODO-MARUGOTHIC SDF Material Title Gray,1FTVVIPMikado-Black SDF Material Title Gray,1FTVVIPMikado-Black SDF Material Title Gray,1FTVVIPMikado-Black SDF Material Title Gray,1FTVVIPMikado-Black SDF Material Title Gray,1FTVVIPMikado-Black SDF Material Title Gray,1FTVVIPMikado-Black SDF Material Title Gray,1FTVVIPMikado-Black SDF Material Title Gray,movavi-grotesque Material Title Gray,NOTOSANSTHAI-EXTRABOLD SDF Material Title Gray,BakbakOne-Regular SDF Material Title Gray
1FTVVIPMikado-Black SDF-Title-Green,Material,,1FTVVIPMikado-Black SDF Material Title Green,1FTVVIPMikado-Black SDF Material Title Green,NotoSansSC-ExtraBold SDF Material Title Green,KO_JALNANGOTHICTTF SDF Material Title Green,JP_FUTEHODO-MARUGOTHIC SDF Material Title Green,1FTVVIPMikado-Black SDF Material Title Green,1FTVVIPMikado-Black SDF Material Title Green,1FTVVIPMikado-Black SDF Material Title Green,1FTVVIPMikado-Black SDF Material Title Green,1FTVVIPMikado-Black SDF Material Title Green,1FTVVIPMikado-Black SDF Material Title Green,1FTVVIPMikado-Black SDF Material Title Green,movavi-grotesque Material Title Green,NOTOSANSTHAI-EXTRABOLD SDF Material Title Green,BakbakOne-Regular SDF Material Title Green
1FTVVIPMikado-Black SDF-Title-Pink,Material,,1FTVVIPMikado-Black SDF Material Title Pink,1FTVVIPMikado-Black SDF Material Title Pink,NotoSansSC-ExtraBold SDF Material Title Pink,KO_JALNANGOTHICTTF SDF Material Title Pink,JP_FUTEHODO-MARUGOTHIC SDF Material Title Pink,1FTVVIPMikado-Black SDF Material Title Pink,1FTVVIPMikado-Black SDF Material Title Pink,1FTVVIPMikado-Black SDF Material Title Pink,1FTVVIPMikado-Black SDF Material Title Pink,1FTVVIPMikado-Black SDF Material Title Pink,1FTVVIPMikado-Black SDF Material Title Pink,1FTVVIPMikado-Black SDF Material Title Pink,movavi-grotesque Material Title Pink,NOTOSANSTHAI-EXTRABOLD SDF Material Title Pink,BakbakOne-Regular SDF Material Title Pink
1FTVVIPMikado-Black SDF-Title-Purple,Material,,1FTVVIPMikado-Black SDF Material Title Purple,1FTVVIPMikado-Black SDF Material Title Purple,NotoSansSC-ExtraBold SDF Material Title Purple,KO_JALNANGOTHICTTF SDF Material Title Purple,JP_FUTEHODO-MARUGOTHIC SDF Material Title Purple,1FTVVIPMikado-Black SDF Material Title Purple,1FTVVIPMikado-Black SDF Material Title Purple,1FTVVIPMikado-Black SDF Material Title Purple,1FTVVIPMikado-Black SDF Material Title Purple,1FTVVIPMikado-Black SDF Material Title Purple,1FTVVIPMikado-Black SDF Material Title Purple,1FTVVIPMikado-Black SDF Material Title Purple,movavi-grotesque Material Title Purple,NOTOSANSTHAI-EXTRABOLD SDF Material Title Purple,BakbakOne-Regular SDF Material Title Purple
1FTVVIPMikado-Black SDF-Title-Red,Material,,1FTVVIPMikado-Black SDF Material Title Red,1FTVVIPMikado-Black SDF Material Title Red,NotoSansSC-ExtraBold SDF Material Title Red,KO_JALNANGOTHICTTF SDF Material Title Red,JP_FUTEHODO-MARUGOTHIC SDF Material Title Red,1FTVVIPMikado-Black SDF Material Title Red,1FTVVIPMikado-Black SDF Material Title Red,1FTVVIPMikado-Black SDF Material Title Red,1FTVVIPMikado-Black SDF Material Title Red,1FTVVIPMikado-Black SDF Material Title Red,1FTVVIPMikado-Black SDF Material Title Red,1FTVVIPMikado-Black SDF Material Title Red,movavi-grotesque Material Title Red,NOTOSANSTHAI-EXTRABOLD SDF Material Title Red,BakbakOne-Regular SDF Material Title Red
1FTVVIPMikado-Black SDF-Title-Yellow,Material,,1FTVVIPMikado-Black SDF Material Title Yellow,1FTVVIPMikado-Black SDF Material Title Yellow,NotoSansSC-ExtraBold SDF Material Title Yellow,KO_JALNANGOTHICTTF SDF Material Title Yellow,JP_FUTEHODO-MARUGOTHIC SDF Material Title Yellow,1FTVVIPMikado-Black SDF Material Title Yellow,1FTVVIPMikado-Black SDF Material Title Yellow,1FTVVIPMikado-Black SDF Material Title Yellow,1FTVVIPMikado-Black SDF Material Title Yellow,1FTVVIPMikado-Black SDF Material Title Yellow,1FTVVIPMikado-Black SDF Material Title Yellow,1FTVVIPMikado-Black SDF Material Title Yellow,movavi-grotesque Material Title Yellow,NOTOSANSTHAI-EXTRABOLD SDF Material Title Yellow,BakbakOne-Regular SDF Material Title Yellow
Add 1 tray to continue!,Text,,Add <color=#1AA41D>1 tray</color> to continue!,Thêm <color=#1AA41D>1 khay</color> để tiếp tục!,添加<color=#1AA41D>1个托盘</color>以继续！,계속하려면 <color=#1AA41D>트레이 1개</color>를 추가하세요!,<color=#1AA41D>トレイを1つ</color>追加して続行！,Adicione <color=#1AA41D>1 bandeja</color> para continuar!,¡Agrega <color=#1AA41D>1 bandeja</color> para continuar!,Tambahkan <color=#1AA41D>1 baki</color> untuk melanjutkan!,Devam etmek için <color=#1AA41D>1 tepsi</color> ekleyin!,Füge <color=#1AA41D>1 Tablett</color> zum Fortfahren hinzu!,Ajoutez <color=#1AA41D>1 plateau</color> pour continuer !,Aggiungi <color=#1AA41D>1 vassoio</color> per continuare!,Добавьте <color=#1AA41D>1 поднос</color>, чтобы продолжить!,เพิ่ม <color=#1AA41D>1 ถาด</color> เพื่อดำเนินการต่อ!
Add Plate!,Text,,Add Plate!,Thêm đĩa!,添加盘子！,접시 추가!,皿を追加！,Adicionar prato!,¡Agregar plato!,Tambah piring!,Tabak ekle!,Teller hinzufügen!,Ajouter une assiette!,Aggiungi piatto!,Добавить тарелку!,เพิ่มจาน!,प्लेट जोड़ें!
Add Tray!,Text,,Add Tray!,Thêm khay!,添加托盘！,트레이 추가!,トレイを追加！,Adicionar bandeja!,¡Agregar bandeja!,Tambah baki!,Tepsi ekle!,Tablett hinzufügen!,Ajouter un plateau!,Aggiungi vassoio!,Добавить поднос!,เพิ่มถาด!,ट्रे जोड़ें!
Add one plate!,Text,,Add one plate!,Thêm một đĩa!,添加一个盘子！,접시 하나 추가!,皿を1枚追加！,Adicionar um prato!,¡Agregar un plato!,Tambah satu piring!,Bir tabak ekle!,Einen Teller hinzufügen!,Ajouter une assiette!,Aggiungi un piatto!,Добавить одну тарелку!,เพิ่มจานหนึ่งใบ!,एक प्लेट जोड़ें!
Are You Sure!,Text,,Are You Sure!,Bạn có chắc không!,你确定吗！,정말로 하시겠습니까!,本当によろしいですか！,Tem certeza?,¿Estás seguro?,Apakah Anda yakin?,Emin misiniz?,Bist du sicher?,Êtes-vous sûr ?,Sei sicuro?,Вы уверены?,แน่ใจไหม!,क्या आपको यकीन है!
Bacon,Text,,Bacon,Thịt xông khói,培根,베이컨,ベーコン,Bacon,Tocino,Bacon,Domuz pastırması,Speck,Bacon,Pancetta,Бекон,เบคอน,बेकन
Beer,Text,,Beer,Bia,啤酒,맥주,ビール,Cerveja,Cerveza,Bir,Bira,Bier,Bière,Birra,Пиво,เบียร์,बीयर
Birthday,Text,,Birthday,Sinh nhật,生日,생일,誕生日,Aniversário,Cumpleaños,Ulang tahun,Doğum günü,Geburtstag,Anniversaire,Compleanno,День рождения,วันเกิด,जन्मदिन
Bomb!,Text,,Bomb!,Bom!,炸弹！,폭탄!,ボム！,Bomba!,¡Bomba!,Bom!,Bomba!,Bombe!,Bombe!,Bomba!,Бомба!,ระเบิด!,बम!
Breakfast,Text,,Breakfast,Bữa sáng,早餐,아침식사,朝食,Café da manhã,Desayuno,Sarapan,Kahvaltı,Frühstück,Petit-déjeuner,Colazione,Завтрак,อาหารเช้า,नाश्ता
Cappucino,Text,,Cappucino,Cà phê cappuccino,卡布奇诺,카푸치노,カプチーノ,Cappuccino,Cappuccino,Kopi cappucino,Kapuçino,Cappuccino,Cappuccino,Cappuccino,Капучино,คาปูชิโน่,कैपुचीनो
Card Collection,Text,,Card Collection,Bộ sưu tập thẻ,卡片收藏,카드 컬렉션,カードコレクション,Coleção de cartas,Colección de cartas,Koleksi Kartu,Kart Koleksiyonu,Kart Koleksiyası,Kartensammlung,Collection de cartes,Collezione carte,Коллекция карт,การ์ดสะสม,कार्ड संग्रह
Card Star,Text,,Card Star,Thẻ sao,星卡,카드 스타,カードスター,Estrela do Cartão,Estrella de Carta,Kartu Bintang,Kart Yıldızı,Kartenstern,Étoile de Carte,Stella della Carta,Звезда карты,สตาร์การ์ด,कार्ड स्टार
Chicken,Text,,Chicken,Thịt gà,鸡肉,닭고기,チキン,Frango,Pollo,Ayam,Tavuk,Hähnchen,Poulet,Pollo,Курица,ไก่,चिकन
Chinese,Text,,Chinese,Tiếng Trung,中文,중국어,中国語,Chinês,Chino,Cina,Çince,Chinesisch,Chinois,Cinese,Китайский,จีน,चीनी
Chocolate,Text,,Chocolate,Sô cô la,巧克力,초콜릿,チョコレート,Chocolate,Chocolate,Cokelat,Çikolata,Schokolade,Chocolat,Cioccolato,Шоколад,ช็อกโกแลต,चॉकलेट
Claim,Text,,Claim,Nhận,领取,받기,受け取る,Resgatar,Reclamar,Klaim,Talep Et,Beanspruchen,Réclamer,Riscatta,Получить,รับสิทธิ์,क्लेम करें
Clear all plates!,Text,,Clear all plates!,Xóa tất cả đĩa!,清空所有盘子！,모든 접시 비우기!,すべての皿をクリア！,Limpar todos os pratos!,¡Limpiar todos los platos!,Bersihkan semua piring!,Tüm tabakları temizle!,Alle Teller leeren!,Effacer toutes les assiettes!,Svuota tutti i piatti!,Очистить все тарелки!,เคลียร์จานทั้งหมด!,सभी प्लेट साफ़ करें!
Cocoa,Text,,Cocoa,Ca cao,可可,코코아,ココア,Cacau,Cacao,Kakao,Kakao,Kakao,Kakao,Cacao,Какао,โกโก้,कोकोआ
Coconut,Text,,Coconut,Dừa,椰子,코코넛,ココナッツ,Coco,Coco,Kelapa,Hindistancevizi,Kokosnuss,Noix de coco,Cocco,Кокос,มะพร้าว,नारियल
Coffee,Text,,Coffee,Cà phê,咖啡,커피,コーヒー,Café,Café,Kopi,Kahve,Kaffee,Café,Caffè,Кофе,กาแฟ,कॉफी
Collect card packs from amazing events and chest!,Text,,Collect card packs from amazing events and chest!,Thu thập gói thẻ từ các sự kiện và rương tuyệt vời!,从精彩活动和宝箱中收集卡包！,이벤트와 멋진 상자에서 카드 팩을 모으세요!,素晴らしいイベントや宝箱からカードパックを集めよう！,Colete pacotes de cartas de eventos incríveis e baús!,¡Consigue paquetes de cartas de eventos y cofres increíbles!,Kumpulkan paket kartu dari acara menakjubkan dan peti!,Harika etkinlikler ve sandıklardan kart paketleri topla!,Sammle Kartenpakete aus tollen Events und Truhen!,Collectez des paquets de cartes lors d'événements et coffres formidables !,Raccogli pacchetti di carte da eventi fantastici e forzieri!,Собирайте наборы карт с удивительных событий и сундуков!,รับซองการ์ดจากอีเวนต์และหีบสมบัติแสนสนุก!,शानदार इवेंट्स और चेस्ट से कार्ड पैक इकट्ठा करें!
CollectGoldenChicken,Text,,Collect <color=#FFE92B>Golden chicken thighs</color> to open and claim rewards!,Thu thập <color=#FFE92B>đùi gà vàng</color> để mở và nhận phần thưởng!,收集<color=#FFE92B>金鸡腿</color>以开启并领取奖励！,<color=#FFE92B>황금 닭다리</color>를 모아 보상을 받으세요!,<color=#FFE92B>黄金のチキンドラム</color>を集めて報酬を獲得しよう！,Colete <color=#FFE92B>coxas de frango douradas</color> para abrir e resgatar recompensas!,¡Consigue <color=#FFE92B>muslos de pollo dorados</color> para abrir y reclamar recompensas!,Kumpulkan <color=#FFE92B>paha ayam emas</color> untuk membuka dan klaim hadiah!,<color=#FFE92B>Altın tavuk butları</color> topla ve ödüller kazan!,Sammle <color=#FFE92B>goldene Hähnchenschenkel</color>, um Belohnungen zu erhalten!,Collectez des <color=#FFE92B>cuisses de poulet dorées</color> pour ouvrir et réclamer des récompenses !,Raccogli <color=#FFE92B>cosce di pollo d'oro</color> per sbloccare e riscattare ricompense!,Собирайте <color=#FFE92B>золотые куриные ножки</color>, чтобы получать награды!
Collection,Text,,Collection,Bộ sưu tập,收藏,컬렉션,コレクション,Coleção,Colección,Koleksi,Koleksiyon,Sammlung,Collection,Collezione,Коллекция,คอลเลกชัน,कलेक्शन
Combo,Text,,Combo {[VALUE]},Chuỗi {[VALUE]},连击 {[VALUE]},콤보 {[VALUE]},コンボ {[VALUE]},Combo {[VALUE]},Combo {[VALUE]},Kombo {[VALUE]},Kombinasyon {[VALUE]},Kombination {[VALUE]},Combo {[VALUE]},Combinazione {[VALUE]},Комбо {[VALUE]},คอมโบ {[VALUE]},कॉम्बो {[VALUE]}
Complete all sets to claim collection rewards and Grill Badge!,Text,,Complete all sets to claim collection rewards and Grill Badge!,Hoàn thành tất cả bộ sưu tập để nhận thưởng và Huy hiệu Nướng!,完成所有套装以领取收藏奖励和烤架徽章！,모든 세트를 완료하고 컬렉션 보상과 그릴 배지를 받으세요!,すべてのセットを完成させてコレクション報酬とグリルバッジを手に入れよう！,Complete todos os conjuntos para ganhar prêmios de coleção e Distintivo da Churrasqueira!,¡Completa todos los sets para reclamar las recompensas de colección y la Insignia de la Parrilla!,Lengkapi semua set untuk klaim hadiah koleksi dan Lencana Pemanggang!,Tüm setleri tamamla ve koleksiyon ödülleri ile Izgara Rozetini al!,Schließe alle Sets ab, um Sammlungsbelohnungen und den Grillabzeichen zu erhalten!,Complétez tous les ensembles pour collecter les récompenses et l'insigne Grill !,Completa tutti i set per ricevere premi e il distintivo della Griglia!,Соберите все наборы, чтобы получить призы коллекции и значок гриля!
Continue,Text,,Continue,Tiếp tục,继续,계속,続ける,Continuar,Continuar,Lanjutkan,Devam Et,Weiter,Continuer,Continua,Продолжить,ดำเนินการต่อ,जारी रखें
Continue level for FREE,Text,,Continue level for <color=#FFDE00>FREE</color>,Tiếp tục màn chơi <color=#FFDE00>MIỄN PHÍ</color>,<color=#FFDE00>免费</color>继续关卡,<color=#FFDE00>무료</color>로 레벨 계속,<color=#FFDE00>無料</color>でレベルを続行,Continuar nível <color=#FFDE00>GRÁTIS</color>,Continuar nivel <color=#FFDE00>GRATIS</color>,Lanjutkan level <color=#FFDE00>GRATIS</color>,Seviyeye <color=#FFDE00>ÜCRETSİZ</color> devam et,<color=#FFDE00>KOSTENLOS</color> Level fortsetzen,Niveau <color=#FFDE00>GRATUIT</color> continuer,Continua il livello <color=#FFDE00>GRATIS</color>,Продолжить уровень <color=#FFDE00>БЕСПЛАТНО</color>,เล่นต่อด่านนี้<color=#FFDE00>ฟรี</color>,लेवल <color=#FFDE00>फ्री</color> में जारी रखें
Conveyor,Text,,Conveyor,Băng chuyền,传送带,컨베이어,コンベア,Esteira,Transportador,Konveyor,Taşıyıcı,Förderband,Convoyeur,Nastro trasportatore,Конвейер,สายพาน,कन्वेयर
Cooking,Text,,Cooking,Nấu ăn,烹饪,요리,料理,Cozinhando,Cocinar,Memasak,Pişirme,Kochen,Cuisson,Cucinare,Готовка,การทำอาหาร,खाना बनाना
Cooking Pot,Text,,Cooking Pot,Nồi nấu ăn,锅,냄비,鍋,Panela,Pote,Mangkuk Masak,Pişirme Tenceresi,Kochtopf,Casserole,Pentola,Кастрюля,หม้อ,कुकर
Crab,Text,,Crab,Cua,螃蟹,게,カニ,Caranguejo,Cangrejo,Kepiting,Yengeç,Krabbe,Crabe,Granchio,Краб,ปู,केकड़ा
Cup Cake,Text,,Cup Cake,Bánh cupcake,杯子蛋糕,컵케이크,カップケーキ,Cupcake,Cupcake,Kue Mangkok,Kupkek,Cupcake,Cupcake,Cupcake,Кекс,คัพเค้ก,कपकेक
Cutlery,Text,,Cutlery,Dụng cụ ăn,餐具,식기,カトラリー,Couverts,Cubiertos,Talheres,Bestek,Приборы,Vajilla,Çatal bıçak takımı,Priborlar,فَضِّيَّة المائدة,Çatal-bıçak
Dinner,Text,,Dinner,Bữa tối,晚餐,저녁,ディナー,Dîner,Cena,Jantar,Dinner,Ужин,Cena,Akşam yemeği,Akşam yemeği,عشاء,डिनर
